,Unnamed: 0,date,title,category,body,source
826,826,March 18,The President vs. the Experts: How Trump Downplayed the Coronavirus,U.S.,Residents of care facilities can be especially vulnerable to respiratory illnesses. Here’s what you can do to help.,By Caitie Kelly
827,827,March 6,"As Coronavirus Spreads, How You Can Protect a Family Member in a Nursing Home",U.S.,"Australia made a historic foray into quantitative easing on Thursday and said it would do ""whatever is necessary"" to ensure funding costs are low and credit is freely available as the coronavirus pandemic jolts businesses.",By Reuters
828,828,4h ago,'Whatever Is Necessary': Australia Dives Into QE to Save Economy,Asia Pacific,"More African nations confirmed their first cases of the coronavirus and shut borders amid fears of the disease's impact on fragile health systems, as Chinese billionaire and Alibaba co-founder Jack Ma pledged to donate over 1 million testing kits to the continent.",By Reuters
829,829,March 16,More African Countries Confirm First Coronavirus Cases as Jack Ma Pledges Aid,Africa,"In this lesson, students will learn about the science behind the coronavirus.",By The Associated Press
830,830,March 13,Lesson of the Day: ‘How Coronavirus Hijacks Your Cells’,The Learning Network,"As the players prepared for tipoff of Wednesday night's game between the Utah Jazz and the host Oklahoma City Thunder, the proceedings were halted quickly.",By Ian Johnson
831,831,March 12,NBA Roundup: Late OKC Postponement Precedes League Shutdown,Pro Basketball,"Mexican officials are dragging their feet on border closures and coronavirus containment measures, in what critics call a high risk strategy driven by bad memories of a shutdown a decade ago that deepened the country's recession during the swine flu epidemic.",By The Associated Press
832,832,March 17,"Mexico, Former Swine Flu Hub, Tests Nerves With Coronavirus Strategy",Americas,A roundup of dermatologist-approved (and nongreasy) lotions to soothe dry fingers in a time of assiduous scrubbing.,By The Associated Press
833,833,March 18,The Most Moisturizing Creams for Diligent Hand Washers,T Magazine,U.S. automakers General Motors Co and Ford Motor Co said on Friday they will have most of their white-collar workforce working remotely as of Monday to protect against the spread of the coronavirus.,By Reuters
834,834,March 13,"GM, Ford to Have White-Collar Employees Work Remotely Starting Monday",Business,"Walt Disney Co will close its theme parks in California and Florida and its resort in Paris from this weekend through the end of the month due to the global outbreak of coronavirus, the company said on Thursday. ",By The Associated Press
835,835,March 12,"Disney Shutting Theme Parks in California, Florida Over Coronavirus",U.S.,"As cases of the coronavirus surge in Italy, Iran, South Korea, the U.S. and elsewhere, many scientists say it's plain that the world is in the grips of a pandemic — a serious global outbreak.",By The Associated Press
836,836,March 7,"As Virus Outbreaks Multiply, UN Declines to Declare Pandemic",Europe,Why did so many countries watch the epidemic unfold for weeks as though it was none of their concern?,By Reuters
837,837,March 13,China Bought the West Time. The West Squandered It.,Opinion,"The New York City St. Patrick’s Day Parade has been postponed for the first time in its 258-year history because of coronavirus concerns, Gov. Andrew Cuomo announced on Wednesday. ",By The Associated Press
838,838,March 11,"St. Patrick's Day Parades Nixed, From New York to Dublin",U.S.,"The Boston Marathon on Friday was postponed for five months due to the coronavirus pandemic, sacrificing the customary Patriots Day start in the hopes of preserving the uninterrupted 124-year tradition of the world's most prestigious long-distance run.",By Reuters
839,839,March 13,Boston Marathon Postponed Until Sept. 14 Amid Virus Concerns,Sports,"Lori Spencer had an uneasy feeling after dropping her 81-year-old mother off at the Life Care Center nursing home in Kirkland, Washington on Feb. 26. She felt even worse the next day, when her mother, Judie Shape, threw an uncharacteristic tantrum - begging to leave the facility.",By The Associated Press
840,840,March 16,Inside One Family's Coronavirus Nightmare at Seattle-Area Nursing Home,U.S.,NASCAR plans to reschedule the seven Cup Series races already postponed due to the the COVID-19 pandemic. Figuring out how to cram the events and the All-Star race into the crowded 36-race schedule could be difficult. ,By Reuters
841,841,March 17,"NASCAR Tackling How to Reschedule Races, Keep Teams Afloat",Sports,The candidates canceled their rallies and stopped door-to-door outreach to voters. Then the debate that was supposed to highlight Arizona’s emergence as a national battleground was moved from a concert venue in Phoenix to an empty television studio in the nation’s capital. ,By Reuters
842,842,March 18,Politics in Time of Coronavirus: Arizona Quietly Picks Biden,U.S.,"The Detroit Three automakers and United Auto Workers agreed on Tuesday to curtail production at U.S. factories and limit the number of workers on the job at one time to prevent the spread of the coronavirus among roughly 150,000 factory employees.",By The Associated Press
843,843,March 17,"Detroit Automakers, UAW Agree to Curb Production to Contain Coronavirus",Business,"The nation’s largest police department is stockpiling masks and gloves, dusting off old emergency plans and taking to social media to dispel rumors, such as one that New York City will essentially be locked down because of the coronavirus.",By The Associated Press
844,844,March 13,"Guns, Handcuffs, Masks, Gloves: NYPD Preps for Coronavirus",U.S.,"Canadian Prime Minister Justin Trudeau will be in isolation for two weeks after his wife, Sophie, tested positive for coronavirus on Thursday, and the outbreak prompted the province of Ontario to shutter schools to limit the spread.",By The Associated Press
845,845,March 12,Canada's Trudeau to Be in Isolation After Wife Tests Positive for Coronavirus,Americas,"The boisterous hum of Rome dwindled to a whisper and police patrols kept people apart in cafes as Italy enforced an extraordinary, sweeping lockdown in hopes of not becoming the next epicenter of the spreading coronavirus epidemic now that life in China is edging back to normal.",By Reed Abelson and Sarah Kliff
846,846,March 9,Virus Locks Down Italy Amid Global Push to Contain Outbreak,Business,"The International Olympic Committee is putting the health of elite athletes at risk by telling them to continue training for the Tokyo 2020 Games as the coronavirus rages, reigning Olympic pole vault champion Katerina Stefanidi told Reuters on Tuesday.",By Reuters
847,847,March 17,"Exclusive: IOC Is Endangering Our Health, Champion Says, Demanding a Tokyo 2020 'Plan B'",Soccer,"The U.S. stock market rout triggered by a deadly coronavirus outbreak suggests President Donald Trump is in grave danger of losing the November election, according to a forecasting model by Moody's Analytics, a leading Wall Street research firm.",By Reuters
848,848,March 16,Swooning Stocks Signal Higher Likelihood of Trump Losing Election: Moody's Analytics,U.S.,"Louisiana's governor Friday postponed the state's presidential primaries due to fears of the coronavirus, making it the first state to push back its election because of the outbreak. ",By The Associated Press
849,849,March 13,Louisiana Governor Moves Primary Because of Coronavirus,U.S.,"Eric Paschall scored 23 points, including a pair of free throws with 51.7 seconds remaining, and the Golden State Warriors beat the Philadelphia 76ers 118-114 on Saturday night to snap a 10-game home losing streak.",By The Associated Press
850,850,March 7,Curry-Less Warriors Rally to Beat 76ers 118-114,Pro Basketball,"The boisterous hum of Rome dwindled to a whisper and police patrols kept people apart in cafes as Italy enforced an extraordinary, sweeping lockdown in hopes of not becoming the next epicenter of the spreading coronavirus epidemic now that life in China is edging back to normal.",By The Associated Press
851,851,March 9,Virus Locks Down Italy Amid Global Push to Contain Outbreak,Business,"As the number of U.S. cases mounts, officials and advocates want to ensure that medical bills, especially for the poor or uninsured, are not an obstacle to seeking care.",By Reuters
852,852,March 3,"Waive Fees for Coronavirus Tests and Treatment, Health Experts Urge",Health,"The surging death toll from the coronavirus pandemic in Spain drove a regional health official to tears on Wednesday, while Prime Minister Pedro Sanchez predicted an economic slump, urging all to rally in what he called a ""war"" against the virus.",By Reuters
853,853,March 18,"Tears, Economic Gloom as Spain Wages War on Coronavirus",Europe,"Canadian Prime Minister Justin Trudeau will be in isolation for two weeks after his wife, Sophie, tested positive for coronavirus on Thursday, and the outbreak prompted the province of Ontario to shutter schools to limit the spread.",By The Editorial Board
854,854,March 13,Canada's Trudeau to Be in Isolation After Wife Tests Positive for Coronavirus,Business,The Latest on the coronavirus outbreak's affect on sports around the globe (all times EDT):,By Julie Weed
855,855,March 12,The Latest: 2 Madison Square Garden Boxing Cards Called Off,Sports,The Latest on the coronavirus outbreak's effect on sports around the world (all times local):,By The Associated Press
856,856,March 16,"The Latest: Cricket Australia Cancels Games, Ends Season",Sports,A climate of concern mixed with suspicion hangs over the Formula One season which opens Sunday with the Australian Grand Prix.,By Reuters
857,857,March 9,Climate of Concern and Suspicion Hangs Over New F1 Season,Sports,"Democrats in the U.S. House of Representatives on Wednesday unveiled a broad package of proposals to help Americans affected by the coronavirus outbreak, while officials suspended public tours through the Capitol building.",By The Associated Press
858,858,March 12,U.S. House Leaders Unveil Coronavirus Bill; Capitol Tours Suspended,Politics,"Among the 2,400 passengers stranded off the California coast on a cruise ship carrying at least 21 people infected with coronavirus, few people aboard likely have more to lose than Kari Kolstoe, a retiree from North Dakota with stage-4 cancer.",By The Associated Press
859,859,March 7,Cancer Patient Aboard Coronavirus-Stalled Cruise Faces Possible Chemotherapy Delay,U.S.,The U.S. government needs a coordinated response to the coronavirus on par with its response to the 2008 financial crisis.,By The Associated Press
860,860,March 12,It’s Time to Declare a National Emergency,Opinion,Companies are changing policies and procedures as the outbreak has travelers worried and bookings softening.,By The Associated Press
861,861,March 4,Cruises and the Coronavirus: What Passengers Need to Know,Travel,"Philippine President Rodrigo Duterte on Monday placed the northern third of the country under an “enhanced community quarantine” that requires millions of people to stay mostly at home in an attempt to contain the coronavirus, which has killed a dozen people in the Southeast Asian nation.",By Reuters
862,862,March 16,Duterte Puts Northern Philippines Under Quarantine vs Virus,Asia Pacific,"A gauge of stocks across the globe bounced back on Friday led by a late rally on Wall Street, after U.S. President Donald Trump freed $50 billion to tackle the novel coronavirus pandemic.",By Reuters
863,863,March 13,Late Wall Street Rally Leads Global Stocks Higher; Oil Also Jumps,Business,"Major insurers pledged to cover coronavirus tests at no cost to patients at the White House Tuesday, but those assurances — while welcome — may not resolve public concerns about testing.",By Susan E. Rice
864,864,March 10,"At White House, Insurers Again Pledge No-Cost Virus Tests",Politics,The uber-popular Coachella music festival has been postponed from its usual two-weekend-run in April to October due to concerns about the growing coronavirus.,By The New York Times
865,865,March 10,Coachella Festival Postponed as Concerts Grapple With Virus,U.S.,The Vatican confirmed the walled city-state's first case of the new coronavirus Friday and closed some offices as a precaution while Pope Francis continued recovering from a cold.,By Reuters
866,866,March 6,Vatican Confirms 1st Virus Case as Pope Recovers From Cold,Europe,"European Union leaders vowed Tuesday to stand united in combating the spread of the coronavirus ravaging member country Italy, and agreed to draft a plan to address any medical shortages and set up a fund to help overburdened health care systems.",By The Associated Press
867,867,March 10,EU Vows United Response as Virus Hits Its Political Heart,Europe,"Russian media have deployed a ""significant disinformation campaign"" against the West to worsen the impact of the coronavirus, generate panic and sow distrust, according to a European Union document seen by Reuters.",By Denise Grady
868,868,March 18,"Russia Deploying Coronavirus Disinformation to Sow Panic in West, EU Document Says",Europe,"Banks and other large financial companies in major cities across the world ramped up their emergency measures to combat the spread of the coronavirus on Tuesday, with Barclays Plc  and BlackRock Inc confirming one case in their New York offices.    ",By David Leonhardt
869,869,March 10,Financial Firms Around the World Ramp Up Contingency Plans as Coronavirus Hits,Europe,"It will require swift, clear and aggressive action, but the country can avoid a worst-case scenario.",By Reuters
870,870,March 13,"The Government Has Failed on Coronavirus, but There Is Still Time",Opinion,"The S&P 500 rose more than 9 percent, making Friday its best day since 2008.",By The Associated Press
871,871,March 13,Stocks Rally as Trump and Business Leaders Pledge Support,Business,"Shoppers threaded their way between stalls hawking everything from watches to pigs' feet in Sierra Leone's capital on Wednesday, two days after the government banned large gatherings  to combat the coronavirus but exempted markets such as this. ",By Reuters
872,872,45m ago,Africa Talks Tough Against Coronavirus but Many Wonder Why,Africa,"The stock market has been on a punishing roller coaster ride this week, suffering its largest one-day drop in more than 30 years Thursday, on concerns that the spread of COVID-19 will hit the global economy hard.",By Reuters
873,873,March 15,"When Market Drops, Play Long Game With Retirement Savings",Business,"The drug maker said that in March it would begin two more clinical trials of remdesivir, an experimental antiviral drug, in more nations outside China.",By Reuters
874,874,Feb. 26,Gilead to Expand Coronavirus Drug Trials to Other Countries,Health,Europe is not the problem. The small number of tests performed in the United States is.,By Reuters
875,875,March 12,Why Have So Few Americans Been Tested for Coronavirus?,Opinion,Major sports events around the world that have been hit by the coronavirus outbreak:,By The Associated Press
876,876,March 14,Factbox: Sports Events Around the World Hit by Coronavirus Pandemic,Skiing,"The PGA Tour plans to keep playing, just without anyone watching from outside the ropes because of the coronavirus outbreak.",By Reuters
877,877,March 12,PGA Tour to Carry on Without Spectators for the Next Month,Golf,Leaving bags of food on doorsteps or texting your delivery driver a picture of where you want your meal dropped off - these are new methods for U.S. consumers to get their orders as the coronavirus spreads.,By The Associated Press
878,878,March 10,Coronavirus Brings No-Contact Food Delivery to United States,U.S.,"Two U.S. Republican lawmakers, Senator Ted Cruz and Rep. Paul Gosar, said on Sunday they will quarantine themselves after contact at a late February gathering of conservatives with someone who has since tested positive for coronavirus.",By The Associated Press
879,879,March 9,U.S. Senator Cruz Self Quarantines After Contact With Coronavirus Carrier,U.S.,"An ocean liner barred from returning to port in San Francisco due to a coronavirus outbreak on board will dock briefly at a nearby terminal in Oakland, where passengers will be unloaded and sent on to medical and quarantine sites elsewhere, officials said on Sunday.",By The Associated Press
880,880,March 8,"Grand Princess Cruise Ship Passengers Bound for Coronavirus Quarantine in California, Elsewhere",U.S.,Major sports events around the world that have been hit by the coronavirus outbreak:,By The Associated Press
881,881,March 13,Global Sports Events Hit by Coronavirus Pandemic,Business,"The BNP Paribas Open, the near-major tennis tournament set to begin this week in the California desert, won't be played as scheduled after a case of coronavirus was confirmed in the Coachella Valley.",By Thomas L. Friedman
882,882,March 8,Indian Wells Tennis Postponed After Coronavirus Confirmed,Tennis,"The curtain lowered on spectator sport in Australia and New Zealand on Sunday, with fans watching top flight soccer and rugby matches at stadiums for the last time before crowd bans and border controls kick in to fight the spread of coronavirus.   ",By John M. Barry
883,883,March 15,"Australia, New Zealand Farewell Spectator Sport as Coronavirus Curbs Bite",Rugby,"Grocers big and small are hiring more workers, paying overtime and limiting purchases on certain high demand items as they scramble to restock shelves that have been wiped out by panic shopping in response to the global viral pandemic.",By John M. Barry
884,884,March 17,Panic Buying Leaves Retailers Scrambling to Restock,Business,"A week after starting its 2020 count for most of the U.S., the Census Bureau on Wednesday suspended field operations for two weeks out of concern about the health and safety of its workers and the U.S. public from the novel coronavirus.",By The Associated Press
885,885,March 18,US Census Bureau Suspends Field Operations on Virus Concerns,U.S.,A baseball fan's treasure trove sat on a table outside the San Francisco Giants clubhouse Saturday morning — hundreds of baseball cards signed by the franchise's biggest stars. ,By Tyler Kepner
886,886,March 7,Signed Off: MLB Limits Spring Autographs Amid Virus Outbreak,Baseball,"As the new coronavirus keeps turning up in more places, health experts say it's wise to prepare for wider spread. But people shouldn't panic or hoard large amounts of supplies, they stress. ",By Ginia Bellafante
887,887,March 6,"How to Prepare Your Home and Family, if New Virus Spreads",Business,Here are some trends to watch.,By Reuters
888,888,March 17,Our New Historical Divide: B.C. and A.C. — the World Before Corona and the World After,Opinion,Containment — the attempt to limit spread of a virus and even eliminate it — has failed.,By The Associated Press
889,889,March 17,The Single Most Important Lesson From the 1918 Influenza,Opinion,Containment — the attempt to limit spread of a virus and even eliminate it — has failed.,By The Associated Press
890,890,March 17,The Single Most Important Lesson From the 1918 Influenza,Opinion,"The Federal Reserve put in motion two emergency lending programs Tuesday that were last deployed in response to the 2008 financial crisis, aiming to ease the flow of credit to businesses and households struggling amid the viral outbreak.",By Reuters
891,891,March 17,Fed Launches 2 Emergency Programs Last Seen in 2008 Crisis,Business,"Officials in baseball, as well as those in the N.H.L., seemed to acknowledge that resuming play as early as April was unrealistic.",By The Associated Press
892,892,March 16,M.L.B. Adjusts Expectations: ‘As Many Baseball Games in 2020 as We Can’,Baseball,"When fake rumors inspired a run on toilet paper, the 1 percent made a panicked exodus to their second homes.",By Reuters
893,893,March 14,The Rich Have a Coronavirus Cure: Escape From New York,New York,Here is a list of international sports events hit by the coronavirus outbreak:,By The Associated Press
894,894,March 11,Factbox: Sports Events Hit by the Coronavirus Epidemic,Skiing,Asian stock markets plunged Monday after oil prices nosedived on worries a global economy weakened by a virus outbreak might be awash in too much crude.,By Reuters
895,895,March 8,Asian Stocks Plunge After Fall in Oil Prices,Business,These are some of the latest developments Wednesday in the world's coronavirus pandemic:,By The Associated Press
896,896,March 18,"What's Happening: Trump Taps Powers, Auto Factories Closing",U.S.,"Fears of a U.S. sales slowdown in auto showrooms due to the coronavirus outbreak that has spread globally are appearing in analysts' forecasts, but industry executives said the pandemic has yet to affect demand or factory production.",By Reuters
897,897,March 11,"Coronavirus Raises Fears of U.S. Auto Sales Slowdown, but Production Not Suffering Yet",Business,"European stock markets edged up Wednesday after Asian shares mostly declined, as governments were ramping up aid for economies reeling from the virus outbreak.",By Reuters
898,898,March 11,Stocks Open Sharply Lower on Wall Street; Dow Off 580 Points,Business,"Two U.S. Republican lawmakers, Senator Ted Cruz and Rep. Paul Gosar, said on Sunday they will quarantine themselves after contact at a late February gathering of conservatives with someone who has since tested positive for coronavirus.",By Reuters
899,899,March 8,U.S. Senator Cruz Self Quarantines After Contact With Coronavirus Carrier,U.S.,These are some of the latest developments Wednesday in the world's coronavirus pandemic:,By Emma Goldberg
900,900,March 18,"What's Happening: Trump Taps Powers, Auto Factories Closing",U.S.,"Fears of a U.S. sales slowdown in auto showrooms due to the coronavirus outbreak that has spread globally are appearing in analysts' forecasts, but industry executives said the pandemic has yet to affect demand or factory production.",By Ben Sisario and Melena Ryzik
901,901,March 11,"Coronavirus Raises Fears of U.S. Auto Sales Slowdown, but Production Not Suffering Yet",Business,"European stock markets edged up Wednesday after Asian shares mostly declined, as governments were ramping up aid for economies reeling from the virus outbreak.",By Reuters
902,902,March 11,Stocks Open Sharply Lower on Wall Street; Dow Off 580 Points,Business,"Two U.S. Republican lawmakers, Senator Ted Cruz and Rep. Paul Gosar, said on Sunday they will quarantine themselves after contact at a late February gathering of conservatives with someone who has since tested positive for coronavirus.",By Mike Hale
903,903,March 8,U.S. Senator Cruz Self Quarantines After Contact With Coronavirus Carrier,U.S.,"The number of people infected with the coronavirus topped 116,000 across the world as the outbreak spread to more countries, causing greater economic damage. ",By Thomas Rogers
904,904,March 10,Factbox: Latest on the Spread of Coronavirus Around the World,Asia Pacific,"An ocean liner barred from returning to port in San Francisco due to a coronavirus outbreak on board will dock briefly at a nearby terminal in Oakland, where passengers will be unloaded and sent on to medical and quarantine sites elsewhere, officials said on Sunday.",By Yuyang Liu and Cao Li
905,905,March 9,"Grand Princess Cruise Ship Passengers Bound for Coronavirus Quarantine in California, Elsewhere",U.S.,"For some college students who support Mr. Sanders, leaving campus means more time to phone bank, and a captive, if skeptical, audience at home.",By The Associated Press
906,906,March 18,The Bernie Sanders Revolution Has Moved to Mom’s Couch,Politics,First South by Southwest was canceled and Coachella got postponed. Now the live-music business is facing billions of dollars in lost income as its two largest promoters shut down shows.,By The Associated Press
907,907,March 12,Concert Giants Live Nation and AEG Suspend Tours as Virus Spreads,Music,"The ultimate monetary backstop in a severe economic shock is ""helicopter money,"" or free cash for everyone as if it were dropped from the sky. After years of the idea occupying the margins of economic thought, it is gaining currency among economists and policymakers as a cure for coronavirus. ",By Reuters
908,908,March 17,Rotors Spinning for 'Helicopter Money': Mike Dolan,U.S.,The final season of the IFC series about a debauched play-by-play man takes an eccentric but well-timed jump into the future.,By Reuters
909,909,March 18,Review: ‘Brockmire’ Is the Dystopian Baseball Comedy We Need,Television,Contestants on the German TV show have been secluded since Feb. 10. So producers had to break the news of the coronavirus to them.,By The Associated Press
910,910,March 17,"Heard About the Pandemic? On ‘Big Brother,’ They Hadn’t",Television,"With a name evoking another era, the blue sheets of metal also tell a tale of China’s growth — and of the steep bills coming due.",By The Associated Press
911,911,March 4,A ‘Blue Great Wall’ Divides a City as It Battles the Coronavirus,Business,"A recent surge in white nationalism in the U.S. has led to a growing threat of violence by factions that embrace bloodshed and advocate for a race war, according to a report released Wednesday by an organization that tracks far-right extremists.",By Reuters
912,912,March 18,Report: Surge in White Nationalism Ramps Up Violence Threat,U.S.,"The coronavirus legislation signed by President Donald Trump on Friday would let Medicare expand the use of telemedicine in outbreak areas, potentially reducing infection risks for vulnerable seniors.",By The Associated Press
913,913,March 6,"As Coronavirus Spreads, Medicare Gets Telemedicine Option",U.S.,"New York City may soon compel most people to stay in their homes except in emergencies or when shopping for essentials, Mayor Bill de Blasio said on Tuesday, but the state's governor, Andrew Cuomo, doubted it would work.",By The Associated Press
914,914,March 17,New York City May Order Residents to Stay Home in Fight Against Coronavirus; Governor Doubts Effectiveness,U.S.,"Orla Sweeney, manager of Connolly's Irish pub in New York City, expected St. Patrick's Day to once again be one of her bar's most profitable days of the year. ",By Reuters
915,915,March 17,No Luck for the Irish as Closed U.S. Pubs Face Coronavirus Losses on St. Patrick's Day,Europe,"European Union leaders agreed Tuesday to immediately impose travel restrictions on most foreigners entering Europe for at least 30 days to limit the spread of the new coronavirus, and to set up fast-track transport lanes to keep vital medical equipment, food and goods flowing smoothly inside the bloc.",By The Associated Press
916,916,March 17,EU to Ban Most Foreign Travelers for 30 Days to Curb Virus,Europe,"Public health and national security experts shake their heads when President Donald Trump says the coronavirus ""came out of nowhere"" and “blindsided the world.”",By The Associated Press
917,917,March 14,Trump Disbanded NSC Pandemic Unit That Experts Had Praised,Politics,Major sports events around the world that have been hit by the coronavirus outbreak:,By The Associated Press
918,918,March 15,Factbox: Sports Events Around the World Hit by Coronavirus Pandemic,Skiing,The Latest on the coronavirus outbreak's affect on sports around the globe (all times EDT):,By Reuters
919,919,March 11,The Latest: ACC Tourney Preparing for Games Without Fans,Sports,"Iraq's president Tuesday named a former governor of the city of Najaf as prime minister-designate, following weeks of political infighting, as Baghdad residents rushed to stock up on supplies hours before a days-long curfew was set to take hold amid a global pandemic. ",By The Associated Press
920,920,March 17,Iraq Ex-Governor Named PM-Designate as Baghdad Awaits Curfew,Middle East,"A dramatic surge in coronavirus infections in Southeast Asia in recent days has increased doubts over a theory that warmer weather could stem the spread of the virus, health experts say.",By The Associated Press
921,921,March 16,Can Hot Weather Stop Coronavirus? SE Asia Surge Raises Doubts,Asia Pacific,"British authorities on Monday dramatically ramped up measures to combat the new coronavirus, urging all U.K. residents to avoid unnecessary contact with others and telling people in the most vulnerable groups to stay at home for three months.",By Marco Pavesi
922,922,March 16,"UK Ramps Up Virus Fight: No Pubs, 12-Week Isolation for Some",Europe,"The new virus has shuttered all schools, banished cheek-kissing and upended daily life across France, but President Emmanuel Macron won't let it disrupt democracy, so he's maintaining nationwide elections this weekend.",By Gina Kolata
923,923,March 13,Democracy in Times of Virus: France Maintains Elections,Europe,"People around the world have become increasingly isolated from each other due to a mounting number of travel bans, school closures and canceled public events.",By Lindsay Zoladz
924,924,March 12,"What's Happening: Isolation Measures Spread, Markets Dive",U.S.,"Investor worries about corporate credit are heating up as the coronavirus spreads, with the prices of bond funds taking a hit, companies starting to draw on credit lines and some market watchers warning of the possibility that investors pull out of products. ",By Sopan Deb
925,925,March 12,Corporate Credit Risk Heightens as Coronavirus Impact Spreads,Business,A biotech meeting at a hotel in downtown Boston appears to be the source of a cluster of the coronavirus in the U.S. — and a warning for employers who are still holding big gatherings as the outbreak spreads.,By Jacey Fortin
926,926,March 11,Cluster of Coronavirus Cases Is Tied to US Biotech Meeting,Business,"As most of the U.S. raced to get ahead of the coronavirus pandemic, conservative Republican lawmakers in Kansas moved Wednesday to limit their Democratic governor’s emergency powers, including the ability to establish quarantine zones if the need arises. ",By Scott Cacciola and Sopan Deb
927,927,March 18,GOP Right Pushes Back on Kansas Governor for Closing Schools,U.S.,My country’s health care system may soon collapse.,By Michael Paulson
928,928,March 18,I’m a Doctor in Italy. We Have Never Seen Anything Like This.,Opinion,Experts are puzzling over a claim made by France’s health minister.,By The Associated Press
929,929,March 17,Is Ibuprofen Really Risky for Coronavirus Patients?,Health,It started as a 46-second monologue. It got remixed into a dancey track. Now the rapper and the D.J. who transformed her clip are promising it’ll help the needy.,By Isabella Kwai
930,930,March 17,How Cardi B’s Off-the-Cuff Video Became a Coronavirus Anthem,Music,"At least seven N.B.A. players are known to have tested positive, including three of Durant’s teammates on the Nets.",By Ken Belson
931,931,March 17,Kevin Durant Says He Has Tested Positive for the Coronavirus,Sports,The coffee chain said it was removing seating at its outlets to promote social distancing during the coronavirus pandemic.,By Reuters
932,932,March 16,Starbucks Goes From Sip and Stay to Grab and Go,Business,The league said the suspension would begin after Wednesday night’s games.,By The Associated Press
933,933,March 11,N.B.A. Suspends Season After Player Tests Positive for Coronavirus,Pro Basketball,"The employee worked in recent days at “Who’s Afraid of Virginia Woolf?” and “Six,” prompting a scramble to inform the public and clean the theaters.",By Isabella Kwai
934,934,March 11,Broadway Usher Tests Positive for Coronavirus,Theater,"Fearing a possible shortage in masks and protective equipment to fight the new coronavirus, top European Union officials are urging members to put solidarity above national interests as the virus spreads quickly across the continent. ",By The Associated Press
935,935,March 6,EU Seeks United Front to Tackle Medical Shortages From Virus,Europe,"A Chinese student trying to return to her university in Australia is stuck on a South Korean resort island. Amid coronavirus anxiety, she has been met with fear and discrimination.",By The Associated Press
936,936,Feb. 12,"For a Chinese Traveler, Even Paradise Comes With Prejudice",Asia Pacific,"After the C.D.C. recommended gatherings of no more than 50 people, the N.F.L. followed other leagues in calling off live events with crowds.",By Reuters
937,937,March 16,N.F.L. Changes Draft to TV-Only Event,Sports,"The Bank of England will soon follow up last week's surprise interest rate cut by restarting its asset purchase program as it battles to reduce the economic impact of the global coronavirus outbreak, a Reuters poll found.",By The Associated Press
938,938,March 16,"BoE to Restart Asset Purchases This Month, Say Economists: Reuters Poll",Europe,The Philippine president announced Thursday that domestic travel to and from metropolitan Manila will be suspended for a month and authorized sweeping quarantines in the crowded capital to fight the new coronavirus.,By The Associated Press
939,939,March 12,"Philippine President Imposes Travel Limits, Quarantines",Asia Pacific,"A Chinese student trying to return to her university in Australia is stuck on a South Korean resort island. Amid coronavirus anxiety, she has been met with fear and discrimination.","By Jessica Testa, Vanessa Friedman and Elizabeth Paton"
940,940,Feb. 12,"For a Chinese Traveler, Even Paradise Comes With Prejudice",Asia Pacific,Airlines and travelers are still sorting out the new travel ban that President Donald Trump announced late Wednesday that bars most foreign visitors coming to the U.S. from continental Europe for 30 days.,By Michael Wines
941,941,March 12,"Q&A: New Travel Ban Shakes Up Airlines, Passengers",Business,"When the father of Utah Jazz star Donovan Mitchell tested negative for the coronavirus, it was “a sigh of relief” to the New York Mets. ",By The Associated Press
942,942,March 14,Negative Test for Mitchell's Dad 'a Sigh of Relief' to Mets,Baseball,British finance minister Rishi Sunak delivered the first annual budget statement of Prime Minister Boris Johnson's new government on Wednesday.,By The Associated Press
943,943,March 11,Highlights: UK Announces Budget Plan as Coronavirus Risks Mount,Europe,"A special North Korean flight believed to be carrying dozens of diplomats and other foreigners arrived in Russia's Far East on Monday, as the North tightens a lockdown intended to fend off the coronavirus.",By Reuters
944,944,March 8,North Korea Flies Out Foreign Diplomats Amid Virus Fight,Europe,"The escalating virus outbreak brought more disruption to the sporting world on Saturday, with games canceled or played without spectators and news of possible quarantine for some athletes.",By Michael Wines
945,945,March 7,"Virus Causes Canceled Events, Empty Stadiums Worldwide",Sports,"The growing coronavirus threat chased the luxury fashion world from Milan to Paris. A real crisis looms for designers, retailers and shoppers.",By The Associated Press
946,946,March 4,"The Fashion World, Upended by Coronavirus",Style,"The census announced a two-week suspension of training and outreach, imperiling the success of a national head count whose meticulous plans took years to prepare.",By The Associated Press
947,947,8h ago,Census Suspends Field Operations Amid Coronavirus Fears,U.S.,"With the new coronavirus leaving many people at least temporarily out of work, food banks and pantries across the U.",By Reuters
948,948,March 18,"Food Banks Face Virus Dilemma: More Demand, Fewer Volunteers",Business,"China said Wednesday it will revoke the media credentials of all American journalists at three major U.S. news organizations, in effect expelling them from the country, in response to U.S. restrictions on Chinese state-controlled media. ",By Reuters
949,949,March 17,China to Expel American Reporters After US Curbs Its Media,Business,Uncertainty over the economic impact of the coronavirus outbreak has prompted at least some winners of the U.S. Lipper Fund Awards to look for companies that can withstand a prolonged pullback. ,By Reuters
950,950,March 6,How Lipper Award-Winning Fund Managers Are Playing Coronavirus Scare,Business,"The census announced a two-week suspension of training and outreach, imperiling the success of a national head count whose meticulous plans took years to prepare.",By Reuters
